"FWtU1","fJrrk","fJrrk 2","FWtU1 href","Qj_9F src","LBG5d","Z_aNr","t5RmH","t5RmH 2","HaBLt","HaBLt 2","zmm9w","p7NSE src","Kh0Rn","HX987","qHfAA","W9v_K","y2ZHx","y2ZHx 2","y2ZHx 3"
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=420089088&con=NEW&dam=false&isSearchRequest=true&pageNumber=28&ref=srp&refId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&s=Car&sb=rel&searchId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/47/4710dfee-c3f5-40ab-9c16-81d47888bd76?rule=mo-160w.jpg","Volkswagen Taigo","1.0 TSI DSG Life ACC  LED SHZ PDC R2D Kam","27.370 €","¹","• 81 kW (110 PS) • Benzin","Neuwagen","5,9 l/100km (komb.) • 133 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/d9/d9a9cd36-5cd3-4c0f-8225-3f504249df1c?rule=mo-80.jpg","85716 Unterschleissheim","DP Handels GmbH","4.5 Sterne","(52)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=420685549&con=NEW&dam=false&isSearchRequest=true&pageNumber=28&ref=srp&refId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&s=Car&sb=rel&searchId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/de/de44f64b-0fc9-434e-af15-75997af53b54?rule=mo-160w.jpg","Volkswagen T-Roc","Life AHK,Climatr,SHZ,Kamera,Keyless,App-C.","29.850 €","¹","• 110 kW (150 PS) • Benzin","Neuwagen","6,0 l/100km (komb.) • 137 g CO₂/km (komb.) • CO₂-Klasse E (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/d1/d1e4ce67-5d2f-44b1-be2b-8122de955b33?rule=mo-80.jpg","38444 Wolfsburg-Heiligendorf","Hoffmann Automobile","4.7 Sterne","(119)","> 1000 Pkw im Bestand","TOP Finanzierung","Pkw Ankauf"
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=417282981&con=NEW&dam=false&isSearchRequest=true&pageNumber=28&ref=srp&refId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&s=Car&sb=rel&searchId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/99/99d525c5-3267-4055-b212-31c7a79a1568?rule=mo-160w.jpg","Volkswagen T-Roc","Life AHK,Climatr,SHZ,Kamera,Keyless,App-C.","29.850 €","¹","• 110 kW (150 PS) • Benzin","Neuwagen","6,0 l/100km (komb.) • 137 g CO₂/km (komb.) • CO₂-Klasse E (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/d1/d1e4ce67-5d2f-44b1-be2b-8122de955b33?rule=mo-80.jpg","38444 Wolfsburg-Heiligendorf","Hoffmann Automobile","4.7 Sterne","(119)","> 1000 Pkw im Bestand","TOP Finanzierung","Pkw Ankauf"
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=419641369&con=NEW&dam=false&isSearchRequest=true&pageNumber=28&ref=srp&refId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&s=Car&sb=rel&searchId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/6c/6c631d85-d325-4606-9818-5aa93f672929?rule=mo-160w.jpg","Volkswagen Polo","MOVE 1,0 l TSI OPF 70 kW (95 PS) 7-Gang-Dop","27.390 €","¹","• 70 kW (95 PS) • Benzin","Neuwagen","5,7 l/100km (komb.) • 129 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/62/62527a67-72f4-4639-b923-957790c968c7?rule=mo-80.jpg","32427 Minden","Autohaus Glinicke GmbH","4 Sterne","(53)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=419916559&con=NEW&dam=false&isSearchRequest=true&pageNumber=28&ref=srp&refId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&s=Car&sb=rel&searchId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/8f/8fded1ee-97fb-4ec8-acbd-c29516f73e7f?rule=mo-160w.jpg","Volkswagen Polo","MOVE 1,0 l TSI OPF 70 kW (95 PS) 5-Gang","27.375 €","¹","• 70 kW (95 PS) • Benzin","Neuwagen","5,0 l/100km (komb.) • 119 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/42/42be232e-06ff-435b-819c-087a2c8ec0ed?rule=mo-80.jpg","74523 Schwaebisch Hall","Autohaus Koch GmbH","4.4 Sterne","(27)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=405679516&con=NEW&dam=false&isSearchRequest=true&pageNumber=28&ref=srp&refId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&s=Car&sb=rel&searchId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/8f/8fded1ee-97fb-4ec8-acbd-c29516f73e7f?rule=mo-160w.jpg","Volkswagen Polo","MOVE 1,0 l TSI OPF 70 kW (95 PS) 5-Gang","27.375 €","¹","• 70 kW (95 PS) • Benzin","Neuwagen","5,0 l/100km (komb.) • 119 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/42/42be232e-06ff-435b-819c-087a2c8ec0ed?rule=mo-80.jpg","74523 Schwaebisch Hall","Autohaus Koch GmbH","4.4 Sterne","(27)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=421061187&con=NEW&dam=false&isSearchRequest=true&pageNumber=28&ref=srp&refId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&s=Car&sb=rel&searchId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/72/72a8b266-d4d6-49d8-8843-05793d40351a?rule=mo-160w.jpg","Volkswagen Golf","VIII 1.5 eTSI 110 kW Goal Rückfahrkamera","27.990 €","¹","• 110 kW (150 PS) • Benzin","Neuwagen","5,0 l/100km (komb.) • 15 g CO₂/km (komb.) • CO₂-Klasse B (komb.)","","83324 Ruhpolding","Autohaus Daburger e.K.","4.8 Sterne","(48)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=419151562&con=NEW&dam=false&isSearchRequest=true&pageNumber=28&ref=srp&refId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&s=Car&sb=rel&searchId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/65/654076e1-deee-43a1-8666-99f23ce44d13?rule=mo-160w.jpg","Volkswagen Polo","VI GTI 2.0 TSI DSG *FREI KONFIGURIERBAR*","29.850 €","¹","• 152 kW (207 PS) • Benzin","Neuwagen","6,5 l/100km (komb.) • 149 g CO₂/km (komb.) • CO₂-Klasse E (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/f1/f1508556-3c9f-4df2-a9be-9ec9ff5245de?rule=mo-80.jpg","34119 Kassel","Glinicke Dienstleistungs GmbH","","","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=416605664&con=NEW&dam=false&isSearchRequest=true&pageNumber=28&ref=srp&refId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&s=Car&sb=rel&searchId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/71/71025f6c-d98f-4815-86d0-df688327b69b?rule=mo-160w.jpg","Volkswagen Golf","VIII Lim. 1.5 TSI Goal","27.890 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,5 l/100km (komb.) • 125 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","","08340 Schwarzenberg/Erzgeb.","ACE Automobil Center Erzgebirge OHG","4.7 Sterne","(8)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=398040368&con=NEW&dam=false&isSearchRequest=true&pageNumber=28&ref=srp&refId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&s=Car&sb=rel&searchId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/d1/d1792390-cde0-4110-88a5-eccfc99ad4c3?rule=mo-160w.jpg","Volkswagen Golf","Goal 1.5 eTSI 150PS, DSG, Kamera, Kessy,...","29.190 €","¹","• 110 kW (150 PS) • Benzin","Neuwagen","4,7 l/100km (komb.) • 108 g CO₂/km (komb.) • CO₂-Klasse C (komb.)","","86978 Hohenfurch","Christian Taufratshofer","4.7 Sterne","(5)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=400496270&con=NEW&dam=false&isSearchRequest=true&pageNumber=28&ref=srp&refId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&s=Car&sb=rel&searchId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/e1/e1ceb69d-d3fd-4a2b-ab18-25e9b77d676d?rule=mo-160w.jpg","Volkswagen Golf","Life (NEUES MODELL) 1.5 eTSI 150PS DSG, ...","27.997 €","¹","• 110 kW (150 PS) • Benzin","Neuwagen","5,2 l/100km (komb.) • 119 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","","92637 Weiden i. d. OPf.","Automobile Voit GmbH & Co. KG","4.3 Sterne","(11)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=396223455&con=NEW&dam=false&isSearchRequest=true&pageNumber=28&ref=srp&refId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&s=Car&sb=rel&searchId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/8d/8d9aeb5f-8ff1-4910-b725-72900dd79ce6?rule=mo-160w.jpg","Volkswagen T-Roc","R-Line Limited 1.5 TSI ACT - Preisgarantie","29.885 €","¹","• 110 kW (150 PS) • Benzin","Neuwagen","6,0 l/100km (komb.) • 136 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/d2/d2a89705-d250-45ae-afe0-7ecd7021375b?rule=mo-80.jpg","52525 Waldfeucht","Jütten & Koolen Automobile GmbH","4 Sterne","(13)","TOP-Preise","Günstige Finanzierung","Seriöse Kaufabwicklung"
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=419811067&con=NEW&dam=false&isSearchRequest=true&pageNumber=28&ref=srp&refId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&s=Car&sb=rel&searchId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/59/5998111a-44d4-40c3-ba58-6e35973f9d32?rule=mo-160w.jpg","Volkswagen Polo","1.0 R-LINE DSG NAVI CAM SITZHZG MATRIXLED","29.920 €","¹","• 70 kW (95 PS) • Benzin","Neuwagen","5,4 l/100km (komb.) • 123 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/14/14bcecf5-2bf6-4d81-bdf8-9f13f778b836?rule=mo-80.jpg","44141 Dortmund","Volkswagen Zentrum Dortmund Hülpert VZ GmbH","3.8 Sterne","(42)","CARPLAY & ANDROID AUTO","DIGITAL COCKPIT PRO","LM16 ""COVENTRY"""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=405124180&con=NEW&dam=false&isSearchRequest=true&pageNumber=28&ref=srp&refId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&s=Car&sb=rel&searchId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/11/11780209-55d7-4e90-8542-9c41e93f134d?rule=mo-160w.jpg","Volkswagen T-Roc","Cabriolet Style 1.0 TSI  249,- 116 PS ACC","29.889 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","6,1 l/100km (komb.) • 138 g CO₂/km (komb.) • CO₂-Klasse E (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/9b/9bd17a49-3a21-4f45-a10b-890e85c17ad2?rule=mo-80.jpg","32805 Horn-Bad Meinberg","Kurt Stricker GmbH & Co. KG","4.4 Sterne","(142)","Verdeck elektrisch","LED-Rückleuchten","autom. Distanzregelung"
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=405759561&con=NEW&dam=false&isSearchRequest=true&pageNumber=28&ref=srp&refId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&s=Car&sb=rel&searchId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/c8/c8d34086-1c47-4402-ab89-01070f841628?rule=mo-160w.jpg","Volkswagen Taigo","1.0 TSI OPF Style","29.940 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,7 l/100km (komb.) • 129 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/59/5982099c-7c42-4a38-bbb8-db6390017514?rule=mo-80.jpg","92224 Amberg","Fischer Automobile Amberg GmbH & Co. KG","4.7 Sterne","(89)","Markenhändler","Inzahlungnahme möglich","statt UVP 37.212 €"
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=405905633&con=NEW&dam=false&isSearchRequest=true&pageNumber=28&ref=srp&refId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&s=Car&sb=rel&searchId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/01/01553bf2-04d5-4200-b667-cdd091265fba?rule=mo-160w.jpg","Volkswagen Taigo","1.0 TSI OPF Style","29.940 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,7 l/100km (komb.) • 129 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/59/5982099c-7c42-4a38-bbb8-db6390017514?rule=mo-80.jpg","92224 Amberg","Fischer Automobile Amberg GmbH & Co. KG","4.7 Sterne","(89)","Markenhändler","Inzahlungnahme möglich","statt UVP 37.172 €"
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=416355511&con=NEW&dam=false&isSearchRequest=true&pageNumber=28&ref=srp&refId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&s=Car&sb=rel&searchId=9e50eed3-da87-a1a2-59e0-05b52d8c7e8a&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/1b/1b2e3d54-16b4-4166-ab80-0a635a00cbcd?rule=mo-160w.jpg","Volkswagen Golf","1.5 TSI OPF Life LED, Shzg, Einparkhilfe","27.890 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,9 l/100km (komb.) • 134 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","","07381 Pößneck","Auto-Centrum Hoffmann GmbH","4.3 Sterne","(19)","","",""
"","Suche speichern","28","","","","","","","Speichere diese Suche und lass Dich benachrichtigen, wenn neue Angebote eingestellt werden.","","","","","","","","","",""
"Neu","Suche speichern","Weitere Filter","","","","","","","","","","","","","","","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=408748899&con=NEW&dam=false&isSearchRequest=true&pageNumber=29&ref=srp&refId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&s=Car&sb=rel&searchId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/96/9693c94c-c340-49b8-a52e-2205e9ea2f17?rule=mo-160w.jpg","Volkswagen Golf","GOAL 1,5 l TSI 85kW ACC*GJR*Kamera*LED","29.270 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,5 l/100km (komb.) • 125 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","","91220 Schnaittach","Autohaus Strobel GmbH","4.1 Sterne","(14)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=418281644&con=NEW&dam=false&isSearchRequest=true&pageNumber=29&ref=srp&refId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&s=Car&sb=rel&searchId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/9e/9ef351fe-198e-46be-870d-d4f944ae2225?rule=mo-160w.jpg","Volkswagen Taigo","1.5 TSI DSG R-Line+ACC+MATRIX+KAMERA++18""+","29.980 €","¹","• 110 kW (150 PS) • Benzin","Neuwagen","5,8 l/100km (komb.) • 132 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/63/63f25946-d88e-4f17-8786-1c4b4f3a4e55?rule=mo-80.jpg","33100 Paderborn","Krenz Autoservice GmbH","4.6 Sterne","(24)","ACC + DSG","Rückfahrkamera","18""ALU"
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=419131806&con=NEW&dam=false&isSearchRequest=true&pageNumber=29&ref=srp&refId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&s=Car&sb=rel&searchId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/81/81f58d26-16ff-4cc6-b273-0e108f4f1087?rule=mo-160w.jpg","Volkswagen Golf","Kombi Style","27.900 €","¹","• 110 kW (150 PS) • Benzin","Neuwagen","","","72770 Reutlingen / Betzingen","Volker Grauer Mobile e.K.","","","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=419151569&con=NEW&dam=false&isSearchRequest=true&pageNumber=29&ref=srp&refId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&s=Car&sb=rel&searchId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/f4/f461b6a1-1c78-4614-ac24-80da81461591?rule=mo-160w.jpg","Volkswagen Taigo","R-Line 1.0 TSI *FREI KONFIGURIERBAR*","27.280 €","¹","• 81 kW (110 PS) • Benzin","Neuwagen","5,4 l/100km (komb.) • 123 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/f1/f1508556-3c9f-4df2-a9be-9ec9ff5245de?rule=mo-80.jpg","34119 Kassel","Glinicke Dienstleistungs GmbH","","","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=421089882&con=NEW&dam=false&isSearchRequest=true&pageNumber=29&ref=srp&refId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&s=Car&sb=rel&searchId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/3e/3e9f1b38-5fa8-48c2-8682-4d0d670ea22d?rule=mo-160w.jpg","Volkswagen Polo","Style 1,0 TSI (95 PS) DSG","29.930 €","¹","• 70 kW (95 PS) • Benzin","Neuwagen","5,0 l/100km (komb.) • 123 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/c6/c6ebc9f0-bcc8-44d0-b2ee-5e799a4d5f92?rule=mo-80.jpg","99099 Erfurt","Autohaus Glinicke GmbH & Co. Vertriebs KG","4.4 Sterne","(30)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=403293615&con=NEW&dam=false&isSearchRequest=true&pageNumber=29&ref=srp&refId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&s=Car&sb=rel&searchId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/9c/9c0d03cf-667f-4cf7-b8f0-6b53fb55a29c?rule=mo-160w.jpg","BMW 218 Active Tourer","218d Active Tourer; DAB Tuner; AHK; Wireless Cha","41.500 €","¹","• 110 kW (150 PS) • Diesel","Neuwagen","4,9 l/100km (komb.) • 129 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/a1/a1660781-a8df-4eb8-ab13-e6607db2e5a9?rule=mo-80.jpg","96450 Coburg","Autohaus Wormser GmbH Coburg","4.3 Sterne","(20)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=365415675&con=NEW&dam=false&isSearchRequest=true&pageNumber=29&ref=srp&refId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&s=Car&sb=rel&searchId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/9c/9ceea546-a44e-4e74-9732-6e3adcc83ac6?rule=mo-160w.jpg","Volkswagen Golf","Variant VIII Life 1.5 TSI 6-Gang NAVI LED D","27.885 €","¹","• 96 kW (131 PS) • Benzin","Neuwagen","6,0 l/100km (komb.) • 136 g CO₂/km (komb.) • CO₂-Klasse E (komb.)","","66620 Nonnweiler","Birtel & Fehr GmbH Automobile","4.6 Sterne","(9)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=403388650&con=NEW&dam=false&isSearchRequest=true&pageNumber=29&ref=srp&refId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&s=Car&sb=rel&searchId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/67/670d3101-8c66-4ed4-a625-a4a21dfa4212?rule=mo-160w.jpg","Volkswagen T-Roc","1.0 TSI OPF Move/RKSK/LED/PDC/App-Connect","29.980 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,7 l/100km (komb.) • 129 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/30/303dc434-d814-4eff-a94b-cf7c66dcd214?rule=mo-80.jpg","92318 Neumarkt","Fischer Automobile GmbH","4.7 Sterne","(90)","Markenhändler","Inzahlungnahme möglich","statt UVP 35.875 €"
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=403997125&con=NEW&dam=false&isSearchRequest=true&pageNumber=29&ref=srp&refId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&s=Car&sb=rel&searchId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/45/45793b43-567c-40b3-aefb-dd93134fd411?rule=mo-160w.jpg","Volkswagen T-Roc","1.0 TSI OPF Move/RKSK/LED/PDC/App-Connect","29.980 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,7 l/100km (komb.) • 129 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/30/303dc434-d814-4eff-a94b-cf7c66dcd214?rule=mo-80.jpg","92318 Neumarkt","Fischer Automobile GmbH","4.7 Sterne","(90)","Markenhändler","Inzahlungnahme möglich","statt UVP 35.875 €"
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=403284797&con=NEW&dam=false&isSearchRequest=true&pageNumber=29&ref=srp&refId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&s=Car&sb=rel&searchId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/e8/e8f98ac1-879b-463d-bd1c-6c77f863d776?rule=mo-160w.jpg","Volkswagen T-Roc","1.0 TSI OPF Move/RKSK/AHK/LED/PDC/Navi","29.980 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,7 l/100km (komb.) • 129 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/30/303dc434-d814-4eff-a94b-cf7c66dcd214?rule=mo-80.jpg","92318 Neumarkt","Fischer Automobile GmbH","4.7 Sterne","(90)","Markenhändler","Inzahlungnahme möglich","statt UVP 35.495 €"
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=403388758&con=NEW&dam=false&isSearchRequest=true&pageNumber=29&ref=srp&refId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&s=Car&sb=rel&searchId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/68/6856d491-3bb2-43a1-b9c5-e18ed2c6e852?rule=mo-160w.jpg","Volkswagen T-Roc","1.0 TSI OPF Move/RKSK/AHK/LED/PDC/Navi","29.980 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,7 l/100km (komb.) • 129 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/30/303dc434-d814-4eff-a94b-cf7c66dcd214?rule=mo-80.jpg","92318 Neumarkt","Fischer Automobile GmbH","4.7 Sterne","(90)","Markenhändler","Inzahlungnahme möglich","statt UVP 35.875 €"
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=419151582&con=NEW&dam=false&isSearchRequest=true&pageNumber=29&ref=srp&refId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&s=Car&sb=rel&searchId=14e132d9-d3f0-d947-276b-8f1ab4dc75bf&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/d8/d863031c-f790-426d-a463-aed2edb00686?rule=mo-160w.jpg","Volkswagen T-Cross","1.0 TSI 85 kW R-Line *FREI KONFIGURIERBA","27.270 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,5 l/100km (komb.) • 126 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/f1/f1508556-3c9f-4df2-a9be-9ec9ff5245de?rule=mo-80.jpg","34119 Kassel","Glinicke Dienstleistungs GmbH","","","","",""
